Date,School,Meal_Type,Rank,Recommended_Dish,Predicted_Score
2025-05-02,Kings Park Elementary,Breakfast,1,Banana,0.04696661341441509
2025-05-02,Kings Park Elementary,Breakfast,2,Strawberry Parfait,0.04275609465050025
2025-05-02,Kings Park Elementary,Breakfast,3,1% White Milk,0.03301569253748698
2025-05-02,Kings Park Elementary,Lunch,1,Chickpeas,0.2757457929475313
2025-05-02,Kings Park Elementary,Lunch,2,Italian Dressing,0.0975750603457062
2025-05-02,Kings Park Elementary,Lunch,3,1% White Milk,0.09005472640051587
2025-05-02,Lake Anne Elementary,Breakfast,1,Blueberry Muffin Top,0.17621785713597574
2025-05-02,Lake Anne Elementary,Breakfast,2,1% White Milk,0.05816793251293396
2025-05-02,Lake Anne Elementary,Breakfast,3,Banana,0.051263752797811715
2025-05-02,Lake Anne Elementary,Lunch,1,Chickpeas,0.6301986926266177
2025-05-02,Lake Anne Elementary,Lunch,2,Italian Dressing,0.39014313609973805
2025-05-02,Lake Anne Elementary,Lunch,3,Cooked  Brown Rice,0.1150420133433862
2025-05-02,Lake Braddock Secondary,Breakfast,1,1% White Milk,0.08463319927698743
2025-05-02,Lake Braddock Secondary,Breakfast,2,Banana,0.050794538141095365
2025-05-02,Lake Braddock Secondary,Breakfast,3,Orange,0.04457489450245043
2025-05-02,Lake Braddock Secondary,Lunch,1,Chickpeas,0.23024335040321667
2025-05-02,Lake Braddock Secondary,Lunch,2,Spicy Chicken Wrap,0.2024850716021457
2025-05-02,Lake Braddock Secondary,Lunch,3,Vegan Burger,0.13786814775304826
2025-05-02,Lane Elementary,Breakfast,1,Blueberry Muffin Top,0.28305574024015606
2025-05-02,Lane Elementary,Breakfast,2,Mandarin Orange Parfait,0.13607673747303328
2025-05-02,Lane Elementary,Breakfast,3,1% White Milk,0.058529454179735284
2025-05-02,Lane Elementary,Lunch,1,Chickpeas,0.259816361199725
2025-05-02,Lane Elementary,Lunch,2,1% White Milk,0.09312485506856298
2025-05-02,Lane Elementary,Lunch,3,Italian Dressing,0.08792451859342623
2025-05-02,Langley High,Breakfast,1,1% White Milk,0.08587456162389828
2025-05-02,Langley High,Breakfast,2,Strawberry Parfait,0.03741354908009178
2025-05-02,Langley High,Breakfast,3,Egg and American Cheese on English Muffin,0.029861896341604077
2025-05-02,Langley High,Lunch,1,"Salsa, Mild Canned",0.191206511532478
2025-05-02,Langley High,Lunch,2,"Turkey,  Breast, Pre-Sliced, Oven Roasted",0.1262062047370884
2025-05-02,Langley High,Lunch,3,Doritos Flamas,0.1243448387612656
2025-05-02,Laurel Hill Elementary,Breakfast,1,1% White Milk,0.0742468319983497
2025-05-02,Laurel Hill Elementary,Breakfast,2,Banana,0.0506964611130586
2025-05-02,Laurel Hill Elementary,Breakfast,3,Blueberry Muffin Top,0.04109341876609854
2025-05-02,Laurel Hill Elementary,Lunch,1,1% White Milk,0.07843238363351214
2025-05-02,Laurel Hill Elementary,Lunch,2,Italian Dressing,0.0702620920367111
2025-05-02,Laurel Hill Elementary,Lunch,3,Orange Tangerine Juice,0.06946053043796283
2025-05-02,Laurel Ridge Elementary,Breakfast,1,1% White Milk,0.07158057814111082
2025-05-02,Laurel Ridge Elementary,Breakfast,2,Banana,0.05391185458019796
2025-05-02,Laurel Ridge Elementary,Breakfast,3,"Batter, Pumpkin Bread",0.04501578121203592
2025-05-02,Laurel Ridge Elementary,Lunch,1,Chickpeas,0.2619008471994096
2025-05-02,Laurel Ridge Elementary,Lunch,2,Doritos Wild White Nacho Flavored Tortilla Chips,0.146145947416324
2025-05-02,Laurel Ridge Elementary,Lunch,3,1% White Milk,0.11606013820424953
2025-05-02,Lees Corner Elementary,Breakfast,1,1% White Milk,0.07898060228349976
2025-05-02,Lees Corner Elementary,Breakfast,2,Blueberry Muffin Top,0.054712781801624574
2025-05-02,Lees Corner Elementary,Breakfast,3,Bagel,0.03906831410098101
2025-05-02,Lees Corner Elementary,Lunch,1,Chickpeas,0.23139402407778448
2025-05-02,Lees Corner Elementary,Lunch,2,1% White Milk,0.10329222407282258
2025-05-02,Lees Corner Elementary,Lunch,3,Italian Dressing,0.09702184945109177
2025-05-02,Lemon Road Elementary,Breakfast,1,Blueberry Muffin Top,0.16214161649112177
2025-05-02,Lemon Road Elementary,Breakfast,2,Mandarin Orange Parfait,0.15678373263706394
2025-05-02,Lemon Road Elementary,Breakfast,3,1% White Milk,0.07317724593399669
2025-05-02,Lemon Road Elementary,Lunch,1,Chickpeas,0.38155799798519513
2025-05-02,Lemon Road Elementary,Lunch,2,1% White Milk,0.10938319038184333
2025-05-02,Lemon Road Elementary,Lunch,3,Italian Dressing,0.09342850082321844
2025-05-02,Lewis High,Breakfast,1,1% White Milk,0.0811863003818191
2025-05-02,Lewis High,Breakfast,2,Strawberry Parfait,0.04053550890714931
2025-05-02,Lewis High,Breakfast,3,Red Delicious Apple,0.03442085453785096
2025-05-02,Lewis High,Lunch,1,Spicy Chicken Wrap,0.2088203687915843
2025-05-02,Lewis High,Lunch,2,1% White Milk,0.08716289740403536
2025-05-02,Lewis High,Lunch,3,Kettle Cooked Smoky BBQ Chips,0.054898864397853325
2025-05-02,Liberty Middle,Breakfast,1,Egg and American Cheese on Biscuit,0.16708154173284578
2025-05-02,Liberty Middle,Breakfast,2,1% White Milk,0.09052703028072692
2025-05-02,Liberty Middle,Breakfast,3,Orange,0.04342873350735854
2025-05-02,Liberty Middle,Lunch,1,Spicy Chicken Wrap,0.21797544212332062
2025-05-02,Liberty Middle,Lunch,2,1% White Milk,0.1150999120945007
2025-05-02,Liberty Middle,Lunch,3,Italian Dressing,0.09317317133849558
2025-05-02,Little Run Elementary,Breakfast,1,Mandarin Orange Parfait,0.5853543936013159
2025-05-02,Little Run Elementary,Breakfast,2,1% White Milk,0.08506327877890765
2025-05-02,Little Run Elementary,Breakfast,3,Banana,0.05132418205145646
2025-05-02,Little Run Elementary,Lunch,1,Chickpeas,0.264102163873105
2025-05-02,Little Run Elementary,Lunch,2,Doritos Wild White Nacho Flavored Tortilla Chips,0.13268661161863457
2025-05-02,Little Run Elementary,Lunch,3,1% White Milk,0.11198562631392904
2025-05-02,London Towne Elementary,Breakfast,1,1% White Milk,0.04800660149916585
2025-05-02,London Towne Elementary,Breakfast,2,Red Delicious Apple,0.0355594950854006
2025-05-02,London Towne Elementary,Breakfast,3,Orange Tangerine Juice,0.01835651141898102
2025-05-02,London Towne Elementary,Lunch,1,Chickpeas,0.336319565059758
2025-05-02,London Towne Elementary,Lunch,2,Cooked  Brown Rice,0.11499555741943593
2025-05-02,London Towne Elementary,Lunch,3,1% White Milk,0.07547761992418055
2025-05-02,Longfellow Middle,Breakfast,1,1% White Milk,0.08309424088846962
2025-05-02,Longfellow Middle,Breakfast,2,Blueberry Muffin Top,0.048615885250244385
2025-05-02,Longfellow Middle,Breakfast,3,Orange,0.04312937291750806
2025-05-02,Longfellow Middle,Lunch,1,Orange Tangerine Juice,0.06952629987294066
2025-05-02,Longfellow Middle,Lunch,2,1% White Milk,0.0690360179230228
2025-05-02,Longfellow Middle,Lunch,3,Italian Dressing,0.06755763057715852
2025-05-02,Lorton Station Elementary,Breakfast,1,Blueberry Muffin Top,0.04122175469667437
2025-05-02,Lorton Station Elementary,Breakfast,2,Red Delicious Apple,0.041070384986288073
2025-05-02,Lorton Station Elementary,Breakfast,3,Fat Free White Milk,0.0061105209926786315
2025-05-02,Lorton Station Elementary,Lunch,1,Chickpeas,0.2660698191987787
2025-05-02,Lorton Station Elementary,Lunch,2,Cooked  Brown Rice,0.1150420133433862
2025-05-02,Lorton Station Elementary,Lunch,3,1% White Milk,0.10800953911106115
2025-05-02,Louise Archer Elementary,Breakfast,1,1% White Milk,0.07972318204941678
2025-05-02,Louise Archer Elementary,Breakfast,2,Red Delicious Apple,0.03579533863909792
2025-05-02,Louise Archer Elementary,Breakfast,3,Orange Tangerine Juice,0.019842690386719552
2025-05-02,Louise Archer Elementary,Lunch,1,Chickpeas,0.3370581388274503
2025-05-02,Louise Archer Elementary,Lunch,2,Lettuce Blend Salad Mix,0.14424802905878237
2025-05-02,Louise Archer Elementary,Lunch,3,1% White Milk,0.11240267609227063
2025-05-02,Luther Jackson Middle,Breakfast,1,1% White Milk,0.07979651733841495
2025-05-02,Luther Jackson Middle,Breakfast,2,Red Delicious Apple,0.03903894348170356
2025-05-02,Luther Jackson Middle,Breakfast,3,Orange Tangerine Juice,0.017916853964264953
2025-05-02,Luther Jackson Middle,Lunch,1,Spicy Chicken Wrap,0.18491084474745348
2025-05-02,Luther Jackson Middle,Lunch,2,Chicken & Vegetable Dumplings,0.1399014499254906
2025-05-02,Luther Jackson Middle,Lunch,3,"Salsa, Mild Canned",0.10226444195216604
2025-05-02,Lynbrook Elementary,Breakfast,1,Red Delicious Apple,0.03551349160086453
2025-05-02,Lynbrook Elementary,Breakfast,2,Egg and American Cheese on English Muffin,0.02584273804382876
2025-05-02,Lynbrook Elementary,Breakfast,3,1% White Milk,0.02311257334914712
2025-05-02,Lynbrook Elementary,Lunch,1,Chickpeas,0.2824914464457587
2025-05-02,Lynbrook Elementary,Lunch,2,Doritos Wild White Nacho Flavored Tortilla Chips,0.14429372859501483
2025-05-02,Lynbrook Elementary,Lunch,3,1% White Milk,0.11277731887658468
2025-05-02,MARSHALL HS,Breakfast,1,Egg and American Cheese on Biscuit,0.14161772781475773
2025-05-02,MARSHALL HS,Breakfast,2,1% White Milk,0.07703598597929659
2025-05-02,MARSHALL HS,Breakfast,3,Blueberry Muffin Top,0.04234911636704997
2025-05-02,MARSHALL HS,Lunch,1,Spicy Chicken Wrap,0.21475705985278581
2025-05-02,MARSHALL HS,Lunch,2,Chickpeas,0.1700953064614938
2025-05-02,MARSHALL HS,Lunch,3,1% White Milk,0.11499015395194585
2025-05-02,MT VERNON HS,Breakfast,1,Blueberry Muffin Top,0.08699232618199419
2025-05-02,MT VERNON HS,Breakfast,2,Red Delicious Apple,0.03473215871678635
2025-05-02,MT VERNON HS,Breakfast,3,Orange,0.021634959439009418
2025-05-02,MT VERNON HS,Lunch,1,"Salsa, Mild Canned",0.6455274411956748
2025-05-02,MT VERNON HS,Lunch,2,Chickpeas,0.5322461346660716
2025-05-02,MT VERNON HS,Lunch,3,Vegan Burger,0.3008438101914018
2025-05-02,Madison High,Breakfast,1,Egg and American Cheese on Biscuit,0.16476664955847414
2025-05-02,Madison High,Breakfast,2,1% White Milk,0.08974590021844603
2025-05-02,Madison High,Breakfast,3,Red Delicious Apple,0.03802867159505628
2025-05-02,Madison High,Lunch,1,Chickpeas,0.49901234807122735
2025-05-02,Madison High,Lunch,2,"Salsa, Mild Canned",0.2529713323655557
2025-05-02,Madison High,Lunch,3,Spicy Chicken Wrap,0.22729185470620064
2025-05-02,Mantua Elementary,Breakfast,1,1% White Milk,0.09144479554642757
2025-05-02,Mantua Elementary,Breakfast,2,Strawberry Parfait,0.04291101923724566
2025-05-02,Mantua Elementary,Breakfast,3,Orange Tangerine Juice,0.019000549126280613
2025-05-02,Mantua Elementary,Lunch,1,1% White Milk,0.09321385834363806
2025-05-02,Mantua Elementary,Lunch,2,Italian Dressing,0.07591037721136071
2025-05-02,Mantua Elementary,Lunch,3,Chickpeas - salad bar entree,0.06039194141218288
2025-05-02,Marshall Road Elementary,Breakfast,1,1% White Milk,0.06819320929910117
2025-05-02,Marshall Road Elementary,Breakfast,2,Banana,0.0521525666495659
2025-05-02,Marshall Road Elementary,Breakfast,3,Blueberry Muffin Top,0.04438963538017308
2025-05-02,Marshall Road Elementary,Lunch,1,Chickpeas,0.31756171012326956
2025-05-02,Marshall Road Elementary,Lunch,2,1% White Milk,0.12198682585179145
2025-05-02,Marshall Road Elementary,Lunch,3,Italian Dressing,0.08405660950030372
2025-05-02,Mason Crest Elementary,Breakfast,1,Strawberry Parfait,0.12880365592265863
2025-05-02,Mason Crest Elementary,Breakfast,2,Biscuit,0.08860409975518632
2025-05-02,Mason Crest Elementary,Breakfast,3,Banana,0.056268555989065085
2025-05-02,Mason Crest Elementary,Lunch,1,Italian Dressing,0.403010525102778
2025-05-02,Mason Crest Elementary,Lunch,2,Chickpeas - salad bar entree,0.2598300289089721
2025-05-02,Mason Crest Elementary,Lunch,3,Doritos Wild White Nacho Flavored Tortilla Chips,0.13732945840918667
2025-05-02,McLean High,Breakfast,1,1% White Milk,0.0563835390785706
2025-05-02,McLean High,Breakfast,2,"Batter, Pumpkin Bread",0.04297865715128123
2025-05-02,McLean High,Breakfast,3,Orange,0.03863445812259196
2025-05-02,McLean High,Lunch,1,Chickpeas - salad bar entree,1.1765700816396143
2025-05-02,McLean High,Lunch,2,Spicy Chicken Wrap,0.2256185009335588
2025-05-02,McLean High,Lunch,3,Chocolate Chip Cookie,0.18678550843975467
2025-05-02,McNair Elementary,Breakfast,1,Blueberry Muffin Top,0.04692880133242483
2025-05-02,McNair Elementary,Breakfast,2,1% White Milk,0.01963426113465678
2025-05-02,McNair Elementary,Breakfast,3,Orange Tangerine Juice,0.01837525883392865
2025-05-02,McNair Elementary,Lunch,1,Chickpeas,0.3018850550999018
2025-05-02,McNair Elementary,Lunch,2,Cooked  Brown Rice,0.11499555741943593
2025-05-02,McNair Elementary,Lunch,3,Chickpeas - salad bar entree,0.07044823950634582
2025-05-02,McNair Upper Elementary,Breakfast,1,Mandarin Orange Parfait,0.3069232820995499
2025-05-02,McNair Upper Elementary,Breakfast,2,1% White Milk,0.07581792536842968
2025-05-02,McNair Upper Elementary,Breakfast,3,Blueberry Bread,0.054025176646074397
2025-05-02,McNair Upper Elementary,Lunch,1,Chickpeas,0.3225850515297271
2025-05-02,McNair Upper Elementary,Lunch,2,Chickpeas - salad bar entree,0.27242656068145255
2025-05-02,McNair Upper Elementary,Lunch,3,1% White Milk,0.12456469495368759
2025-05-02,Mosaic Elementary,Breakfast,1,Mandarin Orange Parfait,0.30205835050054464
2025-05-02,Mosaic Elementary,Breakfast,2,1% White Milk,0.04739250780947709
2025-05-02,Mosaic Elementary,Breakfast,3,Red Delicious Apple,0.03633174801167189
2025-05-02,Mosaic Elementary,Lunch,1,Chickpeas,0.2370139404555606
2025-05-02,Mosaic Elementary,Lunch,2,Italian Dressing,0.1121586486055785
2025-05-02,Mosaic Elementary,Lunch,3,1% White Milk,0.08035762961299614
2025-05-02,Mount Eagle Elementary,Breakfast,1,1% White Milk,0.046472528264568526
2025-05-02,Mount Eagle Elementary,Breakfast,2,Red Delicious Apple,0.03359908561123047
2025-05-02,Mount Eagle Elementary,Breakfast,3,Blueberry Muffin Top,0.02190540767358008
2025-05-02,Mount Eagle Elementary,Lunch,1,Chickpeas,0.2435812586764033
2025-05-02,Mount Eagle Elementary,Lunch,2,1% White Milk,0.09920893734453783
2025-05-02,Mount Eagle Elementary,Lunch,3,Italian Dressing,0.07434233226097056
2025-05-02,Mt. Vernon Woods Elementary,Breakfast,1,Banana,0.046012465424109354
2025-05-02,Mt. Vernon Woods Elementary,Breakfast,2,Orange Tangerine Juice,0.018722489909500217
2025-05-02,Mt. Vernon Woods Elementary,Breakfast,3,1% White Milk,0.016689462643773974
2025-05-02,Mt. Vernon Woods Elementary,Lunch,1,Chickpeas,0.2170222728040409
2025-05-02,Mt. Vernon Woods Elementary,Lunch,2,1% White Milk,0.09734039773433896
2025-05-02,Mt. Vernon Woods Elementary,Lunch,3,Italian Dressing,0.093668689291531
2025-05-02,Navy Elementary,Breakfast,1,1% White Milk,0.08577044328388425
2025-05-02,Navy Elementary,Breakfast,2,Orange Tangerine Juice,0.018608826703275554
2025-05-02,Navy Elementary,Breakfast,3,Cinnamon Chex Cereal,0.012711861328639718
2025-05-02,Navy Elementary,Lunch,1,Chickpeas,0.2856949641456789
2025-05-02,Navy Elementary,Lunch,2,1% White Milk,0.12419362293666115
2025-05-02,Navy Elementary,Lunch,3,Italian Dressing,0.1032362825099419
2025-05-02,Newington Forest Elementary,Breakfast,1,Mandarin Orange Parfait,0.12470602099433295
2025-05-02,Newington Forest Elementary,Breakfast,2,1% White Milk,0.06061953437534313
2025-05-02,Newington Forest Elementary,Breakfast,3,Banana,0.05289426495926493
2025-05-02,Newington Forest Elementary,Lunch,1,"Salsa, Mild Canned",0.23502090887998683
2025-05-02,Newington Forest Elementary,Lunch,2,Chickpeas,0.1464569036163388
2025-05-02,Newington Forest Elementary,Lunch,3,1% White Milk,0.09969135607255424
2025-05-02,North Springfield Elementary,Breakfast,1,1% White Milk,0.06136159157299526
2025-05-02,North Springfield Elementary,Breakfast,2,Banana,0.05276871518194605
2025-05-02,North Springfield Elementary,Breakfast,3,Red Delicious Apple,0.03653584192657451
2025-05-02,North Springfield Elementary,Lunch,1,Chickpeas,0.30199762401832037
2025-05-02,North Springfield Elementary,Lunch,2,Doritos Wild White Nacho Flavored Tortilla Chips,0.10794936913713685
2025-05-02,North Springfield Elementary,Lunch,3,Italian Dressing,0.0935027922237929
2025-05-02,Oak Hill Elementary,Breakfast,1,1% White Milk,0.07439761221800562
2025-05-02,Oak Hill Elementary,Breakfast,2,Orange,0.037849616098179634
2025-05-02,Oak Hill Elementary,Breakfast,3,Orange Tangerine Juice,0.019351735213268124
2025-05-02,Oak Hill Elementary,Lunch,1,Chickpeas,0.29963994056924087
2025-05-02,Oak Hill Elementary,Lunch,2,Soft Pretzel,0.12563474487416043
2025-05-02,Oak Hill Elementary,Lunch,3,1% White Milk,0.1194267263834397
2025-05-02,Oak View Elementary,Breakfast,1,Egg and American Cheese on Biscuit,0.16013686520973086
2025-05-02,Oak View Elementary,Breakfast,2,1% White Milk,0.07646820983131969
2025-05-02,Oak View Elementary,Breakfast,3,Strawberry Parfait,0.039177183760589554
2025-05-02,Oak View Elementary,Lunch,1,"Salsa, Mild Canned",0.3927409982835883
2025-05-02,Oak View Elementary,Lunch,2,1% White Milk,0.11490093983432169
2025-05-02,Oak View Elementary,Lunch,3,Italian Dressing,0.10810302765301642
2025-05-02,Oakton Elementary,Breakfast,1,Mandarin Orange Parfait,0.5781012009751259
2025-05-02,Oakton Elementary,Breakfast,2,1% White Milk,0.07192757290983245
2025-05-02,Oakton Elementary,Breakfast,3,Banana,0.05206785068943394
2025-05-02,Oakton Elementary,Lunch,1,Chickpeas,0.4263127705677063
2025-05-02,Oakton Elementary,Lunch,2,Italian Dressing,0.08234708401876253
2025-05-02,Oakton Elementary,Lunch,3,1% White Milk,0.07873259214227765
2025-05-02,Oakton High,Breakfast,1,Mandarin Orange Parfait,0.1615956185092877
2025-05-02,Oakton High,Breakfast,2,1% White Milk,0.08248719278188862
2025-05-02,Oakton High,Breakfast,3,Banana,0.052249210347919295
2025-05-02,Oakton High,Lunch,1,"Turkey,  Breast, Pre-Sliced, Oven Roasted",0.13795801242332464
2025-05-02,Oakton High,Lunch,2,1% White Milk,0.11065760846653196
2025-05-02,Oakton High,Lunch,3,Soft Pretzel,0.0726557794455238
2025-05-02,Olde Creek Elementary,Breakfast,1,1% White Milk,0.07944817063914697
2025-05-02,Olde Creek Elementary,Breakfast,2,Blueberry Bread,0.03782580126828829
2025-05-02,Olde Creek Elementary,Breakfast,3,Red Delicious Apple,0.0365685980981582
2025-05-02,Olde Creek Elementary,Lunch,1,Chickpeas,0.30581696603968006
2025-05-02,Olde Creek Elementary,Lunch,2,Chickpeas - salad bar entree,0.15047810816728333
2025-05-02,Olde Creek Elementary,Lunch,3,Soft Pretzel,0.11877255283315748
2025-05-02,Orange Hunt Elementary,Breakfast,1,Egg and American Cheese on Biscuit,0.20665677811519612
2025-05-02,Orange Hunt Elementary,Breakfast,2,1% White Milk,0.0730171474444711
2025-05-02,Orange Hunt Elementary,Breakfast,3,Banana,0.05371656090643716
2025-05-02,Orange Hunt Elementary,Lunch,1,Chickpeas,0.2731514800983142
2025-05-02,Orange Hunt Elementary,Lunch,2,Italian Dressing,0.21569746175000698
2025-05-02,Orange Hunt Elementary,Lunch,3,1% White Milk,0.13155963759867667
2025-05-02,Parklawn Elementary,Breakfast,1,Red Delicious Apple,0.03695096136435809
2025-05-02,Parklawn Elementary,Breakfast,2,Orange,0.02584115859640211
2025-05-02,Parklawn Elementary,Breakfast,3,Orange Tangerine Juice,0.014252747112048363
2025-05-02,Parklawn Elementary,Lunch,1,Chickpeas,0.11663936929265178
2025-05-02,Parklawn Elementary,Lunch,2,Chickpeas - salad bar entree,0.07044823950634582
2025-05-02,Parklawn Elementary,Lunch,3,Orange Tangerine Juice,0.06941996302248475
2025-05-02,Pine Spring Elementary,Breakfast,1,Strawberry Parfait,0.03866076847143818
2025-05-02,Pine Spring Elementary,Breakfast,2,Red Delicious Apple,0.03712539987659433
2025-05-02,Pine Spring Elementary,Breakfast,3,Egg and American Cheese on English Muffin,0.022732851251713926
2025-05-02,Pine Spring Elementary,Lunch,1,Doritos Wild White Nacho Flavored Tortilla Chips,0.1433651592369044
2025-05-02,Pine Spring Elementary,Lunch,2,Italian Dressing,0.08745966245756234
2025-05-02,Pine Spring Elementary,Lunch,3,Chickpeas - salad bar entree,0.07044823950634582
2025-05-02,Poe Middle,Breakfast,1,Red Delicious Apple,0.03646071187768192
2025-05-02,Poe Middle,Breakfast,2,1% White Milk,0.01811098248078969
2025-05-02,Poe Middle,Breakfast,3,Orange Tangerine Juice,0.012080742593752903
2025-05-02,Poe Middle,Lunch,1,Chickpeas,0.1086746534187486
2025-05-02,Poe Middle,Lunch,2,Vegan Burger,0.08860426427913426
2025-05-02,Poe Middle,Lunch,3,1% White Milk,0.08337424991226892
2025-05-02,Poplar Tree Elementary,Breakfast,1,1% White Milk,0.08967840382596404
2025-05-02,Poplar Tree Elementary,Breakfast,2,Blueberry Muffin Top,0.0426139674242597
2025-05-02,Poplar Tree Elementary,Breakfast,3,Orange,0.03733481669095832
2025-05-02,Poplar Tree Elementary,Lunch,1,Italian Dressing,0.40062553917599775
2025-05-02,Poplar Tree Elementary,Lunch,2,Chickpeas,0.28750690537023826
2025-05-02,Poplar Tree Elementary,Lunch,3,Lettuce Blend Salad Mix,0.14852037016270858
2025-05-02,Providence Elementary,Breakfast,1,1% White Milk,0.057795653809315915
2025-05-02,Providence Elementary,Breakfast,2,Red Delicious Apple,0.03841458626780248
2025-05-02,Providence Elementary,Breakfast,3,Orange Tangerine Juice,0.01935586103897542
2025-05-02,Providence Elementary,Lunch,1,Chickpeas,0.23342793140423854
2025-05-02,Providence Elementary,Lunch,2,1% White Milk,0.10787029599801616
2025-05-02,Providence Elementary,Lunch,3,Italian Dressing,0.0874156043794527
2025-05-02,Ravensworth Elementary,Breakfast,1,1% White Milk,0.07953525731396396
2025-05-02,Ravensworth Elementary,Breakfast,2,Banana,0.05205001196637715
2025-05-02,Ravensworth Elementary,Breakfast,3,Blueberry Muffin Top,0.03980106192963771
2025-05-02,Ravensworth Elementary,Lunch,1,Chickpeas,0.24844314020009617
2025-05-02,Ravensworth Elementary,Lunch,2,1% White Milk,0.10985236361203281
2025-05-02,Ravensworth Elementary,Lunch,3,Italian Dressing,0.1025342502116473
2025-05-02,Riverside Elementary,Breakfast,1,Orange,0.037277727913676464
2025-05-02,Riverside Elementary,Breakfast,2,1% White Milk,0.022511546926950475
2025-05-02,Riverside Elementary,Breakfast,3,Orange Tangerine Juice,0.018240988513360024
2025-05-02,Riverside Elementary,Lunch,1,Chickpeas,0.2974554238941161
2025-05-02,Riverside Elementary,Lunch,2,Italian Dressing,0.08792451859342623
2025-05-02,Riverside Elementary,Lunch,3,Orange Tangerine Juice,0.0693367441334117
2025-05-02,Robinson Secondary,Breakfast,1,Strawberry Parfait,0.20601035529984535
2025-05-02,Robinson Secondary,Breakfast,2,1% White Milk,0.08154428882524628
2025-05-02,Robinson Secondary,Breakfast,3,Red Delicious Apple,0.036643130391288144
2025-05-02,Robinson Secondary,Lunch,1,Spicy Chicken Wrap,0.1465041467110351
2025-05-02,Robinson Secondary,Lunch,2,"Turkey,  Breast, Pre-Sliced, Oven Roasted",0.09886723098240735
2025-05-02,Robinson Secondary,Lunch,3,Soft Pretzel,0.08797614375668632
2025-05-02,Rocky Run Middle,Breakfast,1,1% White Milk,0.09058468583507437
2025-05-02,Rocky Run Middle,Breakfast,2,Blueberry Muffin Top,0.042697139170104245
2025-05-02,Rocky Run Middle,Breakfast,3,Orange,0.04176290350149811
2025-05-02,Rocky Run Middle,Lunch,1,Chickpeas,0.22918908667770338
2025-05-02,Rocky Run Middle,Lunch,2,1% White Milk,0.14155162656671066
2025-05-02,Rocky Run Middle,Lunch,3,Italian Dressing,0.10798941730197584
2025-05-02,Rolling Valley Elementary,Breakfast,1,1% White Milk,0.08380203566175237
2025-05-02,Rolling Valley Elementary,Breakfast,2,Banana,0.045056592668888645
2025-05-02,Rolling Valley Elementary,Breakfast,3,Blueberry Muffin Top,0.04379280662868763
2025-05-02,Rolling Valley Elementary,Lunch,1,Chickpeas,0.2835393000702889
2025-05-02,Rolling Valley Elementary,Lunch,2,1% White Milk,0.10389015300350925
2025-05-02,Rolling Valley Elementary,Lunch,3,Italian Dressing,0.08792451859342623
2025-05-02,Rose Hill Elementary,Breakfast,1,Banana,0.05459760129140422
2025-05-02,Rose Hill Elementary,Breakfast,2,Blueberry Muffin Top,0.029445267592108335
2025-05-02,Rose Hill Elementary,Breakfast,3,Orange Tangerine Juice,0.018891320191924073
2025-05-02,Rose Hill Elementary,Lunch,1,Chickpeas,0.2691197594979122
2025-05-02,Rose Hill Elementary,Lunch,2,Doritos Wild White Nacho Flavored Tortilla Chips,0.14587461147797132
2025-05-02,Rose Hill Elementary,Lunch,3,Italian Dressing,0.098104711693147
2025-05-02,SOUTH COUNTY HS,Breakfast,1,1% White Milk,0.08644561805125339
2025-05-02,SOUTH COUNTY HS,Breakfast,2,Banana,0.05179321504178146
2025-05-02,SOUTH COUNTY HS,Breakfast,3,Red Delicious Apple,0.03739213068456152
2025-05-02,SOUTH COUNTY HS,Lunch,1,Spicy Chicken Wrap,0.18935395006511055
2025-05-02,SOUTH COUNTY HS,Lunch,2,"Turkey,  Breast, Pre-Sliced, Oven Roasted",0.09934749418695826
2025-05-02,SOUTH COUNTY HS,Lunch,3,Italian Dressing,0.08357515490544437
2025-05-02,Sandburg Middle,Lunch,1,Chickpeas,0.28272742317162664
2025-05-02,Sandburg Middle,Lunch,2,"Salsa, Mild Canned",0.14766220209925826
2025-05-02,Sandburg Middle,Lunch,3,1% White Milk,0.12523296938190365
2025-05-02,Sangster Elementary,Breakfast,1,1% White Milk,0.08598060831274415
2025-05-02,Sangster Elementary,Breakfast,2,Red Delicious Apple,0.03674346019117332
2025-05-02,Sangster Elementary,Breakfast,3,Orange Tangerine Juice,0.018736845385942922
2025-05-02,Sangster Elementary,Lunch,1,1% White Milk,0.12287144398578023
2025-05-02,Sangster Elementary,Lunch,2,Italian Dressing,0.0933368951560548
2025-05-02,Sangster Elementary,Lunch,3,Strawberry & Banana Yogurt Power Pack,0.051662121758636
2025-05-02,Saratoga Elementary,Breakfast,1,1% White Milk,0.04828098264112956
2025-05-02,Saratoga Elementary,Breakfast,2,Blueberry Muffin Top,0.021509709282548545
2025-05-02,Saratoga Elementary,Breakfast,3,Orange Tangerine Juice,0.01967231795916485
2025-05-02,Saratoga Elementary,Lunch,1,Chickpeas,0.2571360282990409
2025-05-02,Saratoga Elementary,Lunch,2,1% White Milk,0.09418977593661133
2025-05-02,Saratoga Elementary,Lunch,3,Italian Dressing,0.09286837755078158
2025-05-02,Shrevewood Elementary,Breakfast,1,1% White Milk,0.1010374880635572
2025-05-02,Shrevewood Elementary,Breakfast,2,Blueberry Muffin Top,0.09120112483490833
2025-05-02,Shrevewood Elementary,Breakfast,3,Red Delicious Apple,0.036268059336131676
2025-05-02,Shrevewood Elementary,Lunch,1,1% White Milk,0.10043046064848522
