Date,School,Meal_Type,Rank,Recommended_Dish,Predicted_Score
2025-05-14,Navy Elementary,Breakfast,1,Chicken & Biscuit Sandwich,0.04107954987408393
2025-05-14,Navy Elementary,Breakfast,2,1% White Milk,0.03892723650262452
2025-05-14,Navy Elementary,Breakfast,3,Mandarin Orange Parfait,0.03512670079312531
2025-05-14,Navy Elementary,Lunch,1,Chickpeas,0.1853535173525663
2025-05-14,Navy Elementary,Lunch,2,Italian Dressing,0.08893948846906041
2025-05-14,Navy Elementary,Lunch,3,1% White Milk,0.07787293620430338
2025-05-14,Newington Forest Elementary,Breakfast,1,Chicken & Biscuit Sandwich,0.036605490834249826
2025-05-14,Newington Forest Elementary,Breakfast,2,Fat Free White Milk,0.023568358404250887
2025-05-14,Newington Forest Elementary,Breakfast,3,Orange,0.018685250826184843
2025-05-14,Newington Forest Elementary,Lunch,1,Chickpeas - salad bar entree,0.10302447306859283
2025-05-14,Newington Forest Elementary,Lunch,2,Soft Pretzel,0.09038981056524105
2025-05-14,Newington Forest Elementary,Lunch,3,Fat Free White Milk,0.06862615922398463
2025-05-14,North Springfield Elementary,Breakfast,1,Mandarin Orange Parfait,0.03997395048320342
2025-05-14,North Springfield Elementary,Breakfast,2,Fat Free White Milk,0.02573744217783127
2025-05-14,North Springfield Elementary,Breakfast,3,Banana,0.014491666513948731
2025-05-14,North Springfield Elementary,Lunch,1,Chickpeas,0.23084046524684976
2025-05-14,North Springfield Elementary,Lunch,2,Chickpeas - salad bar entree,0.09799632402151136
2025-05-14,North Springfield Elementary,Lunch,3,Italian Dressing,0.07920599818291141
2025-05-14,Oak Hill Elementary,Breakfast,1,Chicken & Biscuit Sandwich,0.04166975131602588
2025-05-14,Oak Hill Elementary,Breakfast,2,Fat Free White Milk,0.025970143152862127
2025-05-14,Oak Hill Elementary,Breakfast,3,1% White Milk,0.024739876126968437
2025-05-14,Oak Hill Elementary,Lunch,1,Chickpeas,0.2379404101710139
2025-05-14,Oak Hill Elementary,Lunch,2,Chickpeas - salad bar entree,0.10302447306859283
2025-05-14,Oak Hill Elementary,Lunch,3,Italian Dressing,0.09223928425368946
2025-05-14,Oak View Elementary,Breakfast,1,Turkey Sausage Breakfast Biscuit,0.15525648304663567
2025-05-14,Oak View Elementary,Breakfast,2,Strawberry Parfait,0.03768612919484596
2025-05-14,Oak View Elementary,Breakfast,3,1% White Milk,0.02988626307451093
2025-05-14,Oak View Elementary,Lunch,1,Orange Sauce,0.31226028141724127
2025-05-14,Oak View Elementary,Lunch,2,"Salsa, Mild Canned",0.09970395388174592
2025-05-14,Oak View Elementary,Lunch,3,Italian Dressing,0.08334739008304892
2025-05-14,Oakton Elementary,Breakfast,1,Mandarin Orange Parfait,0.46852692953852826
2025-05-14,Oakton Elementary,Breakfast,2,Chicken & Biscuit Sandwich,0.04397562143708031
2025-05-14,Oakton Elementary,Breakfast,3,1% White Milk,0.02926733808092232
2025-05-14,Oakton Elementary,Lunch,1,Chickpeas,0.1990463697259594
2025-05-14,Oakton Elementary,Lunch,2,Italian Dressing,0.0718920557126548
2025-05-14,Oakton Elementary,Lunch,3,Fat Free White Milk,0.06513829626763398
2025-05-14,Oakton High,Breakfast,1,Mandarin Orange Parfait,0.046212122943214015
2025-05-14,Oakton High,Breakfast,2,"Cinnamon Toast Crunch Cereal, 25% Less Sugar",0.04381306507642566
2025-05-14,Oakton High,Breakfast,3,1% White Milk,0.03839289341673556
2025-05-14,Oakton High,Lunch,1,WG Baked Funyuns,0.29281673146736065
2025-05-14,Oakton High,Lunch,2,Soft Pretzel,0.08402338754833268
2025-05-14,Oakton High,Lunch,3,Italian Dressing,0.0705774722434061
2025-05-14,Olde Creek Elementary,Breakfast,1,Mandarin Orange Parfait,0.18524856834668413
2025-05-14,Olde Creek Elementary,Breakfast,2,Turkey Sausage Breakfast Biscuit,0.11294502257760017
2025-05-14,Olde Creek Elementary,Breakfast,3,"Batter, Pumpkin Bread",0.09099469227728783
2025-05-14,Olde Creek Elementary,Lunch,1,Chickpeas - salad bar entree,0.4717317537796824
2025-05-14,Olde Creek Elementary,Lunch,2,Chickpeas,0.31445149651302484
2025-05-14,Olde Creek Elementary,Lunch,3,Soft Pretzel,0.12640572751434098
2025-05-14,Orange Hunt Elementary,Breakfast,1,Mandarin Orange Parfait,0.039011976043805546
2025-05-14,Orange Hunt Elementary,Breakfast,2,Chicken & Biscuit Sandwich,0.03652108999131687
2025-05-14,Orange Hunt Elementary,Breakfast,3,Fat Free White Milk,0.026558455498539198
2025-05-14,Orange Hunt Elementary,Lunch,1,Chickpeas,0.18721556325360506
2025-05-14,Orange Hunt Elementary,Lunch,2,Chickpeas - salad bar entree,0.09296817497442988
2025-05-14,Orange Hunt Elementary,Lunch,3,Italian Dressing,0.07988470953656363
2025-05-14,Parklawn Elementary,Breakfast,1,Chicken & Biscuit Sandwich,0.13882498591271883
2025-05-14,Parklawn Elementary,Breakfast,2,Fat Free White Milk,0.02307805026318225
2025-05-14,Parklawn Elementary,Breakfast,3,Banana,0.01489278021849446
2025-05-14,Parklawn Elementary,Lunch,1,Lettuce Blend Salad Mix,0.09082784205101377
2025-05-14,Parklawn Elementary,Lunch,2,Chickpeas - salad bar entree,0.07254906970405281
2025-05-14,Parklawn Elementary,Lunch,3,Soft Pretzel,0.055691820502889
2025-05-14,Pine Spring Elementary,Breakfast,1,Fat Free White Milk,0.026508971285530265
2025-05-14,Pine Spring Elementary,Breakfast,2,Banana,0.014848510794859653
2025-05-14,Pine Spring Elementary,Breakfast,3,Red Delicious Apple,0.011292271355738171
2025-05-14,Pine Spring Elementary,Lunch,1,Chickpeas,0.10595634596337575
2025-05-14,Pine Spring Elementary,Lunch,2,Chickpeas - salad bar entree,0.10302447306859283
2025-05-14,Pine Spring Elementary,Lunch,3,Italian Dressing,0.07316286841668085
2025-05-14,Poe Middle,Breakfast,1,Chicken & Biscuit Sandwich,0.017098230975546577
2025-05-14,Poe Middle,Breakfast,2,Fat Free White Milk,0.016611804787764993
2025-05-14,Poe Middle,Breakfast,3,"Cinnamon Toast Crunch Cereal, 25% Less Sugar",0.0115421509271487
2025-05-14,Poe Middle,Lunch,1,Spicy Chicken Wrap,0.14322564354703174
2025-05-14,Poe Middle,Lunch,2,Italian Dressing,0.07195582197635328
2025-05-14,Poe Middle,Lunch,3,1% White Milk,0.06769414235100744
2025-05-14,Poplar Tree Elementary,Breakfast,1,Turkey Sausage Breakfast Biscuit,0.1491985288534876
2025-05-14,Poplar Tree Elementary,Breakfast,2,1% White Milk,0.041626400853686435
2025-05-14,Poplar Tree Elementary,Breakfast,3,Mandarin Orange Parfait,0.03926190655456281
2025-05-14,Poplar Tree Elementary,Lunch,1,Chickpeas,0.1798775049032453
2025-05-14,Poplar Tree Elementary,Lunch,2,Chickpeas - salad bar entree,0.10302447306859283
2025-05-14,Poplar Tree Elementary,Lunch,3,Italian Dressing,0.07689403610629589
2025-05-14,Providence Elementary,Breakfast,1,1% White Milk,0.020252121863482776
2025-05-14,Providence Elementary,Breakfast,2,"Cinnamon Toast Crunch Cereal, 25% Less Sugar",0.01348838689556692
2025-05-14,Providence Elementary,Breakfast,3,Banana,0.01282597795620146
2025-05-14,Providence Elementary,Lunch,1,Soft Pretzel,0.07957155624445647
2025-05-14,Providence Elementary,Lunch,2,1% White Milk,0.07339109099346161
2025-05-14,Providence Elementary,Lunch,3,Italian Dressing,0.06025532140747182
2025-05-14,Ravensworth Elementary,Breakfast,1,Strawberry Parfait,0.057208967111136814
2025-05-14,Ravensworth Elementary,Breakfast,2,Chicken & Biscuit Sandwich,0.04298430967743063
2025-05-14,Ravensworth Elementary,Breakfast,3,1% White Milk,0.032709082197901244
2025-05-14,Ravensworth Elementary,Lunch,1,Chickpeas,0.17887892460340618
2025-05-14,Ravensworth Elementary,Lunch,2,Italian Dressing,0.08823745617076581
2025-05-14,Ravensworth Elementary,Lunch,3,1% White Milk,0.06407045308151317
2025-05-14,Riverside Elementary,Breakfast,1,Fat Free White Milk,0.02370772253974706
2025-05-14,Riverside Elementary,Breakfast,2,Banana,0.013610338694039568
2025-05-14,Riverside Elementary,Breakfast,3,"Cinnamon Toast Crunch Cereal, 25% Less Sugar",0.0090558486776287
2025-05-14,Riverside Elementary,Lunch,1,Soft Pretzel,0.1548780775619697
2025-05-14,Riverside Elementary,Lunch,2,Chickpeas - salad bar entree,0.08848714795865562
2025-05-14,Riverside Elementary,Lunch,3,Fat Free White Milk,0.07590926469746392
2025-05-14,Robinson Secondary,Breakfast,1,Turkey Sausage Breakfast Biscuit,0.1369884015841905
2025-05-14,Robinson Secondary,Breakfast,2,1% White Milk,0.031590652961078554
2025-05-14,Robinson Secondary,Breakfast,3,Mandarin Orange Parfait,0.024505590791425558
2025-05-14,Robinson Secondary,Lunch,1,Soft Pretzel,0.10108598118720354
2025-05-14,Robinson Secondary,Lunch,2,Fat Free White Milk,0.06896990710948374
2025-05-14,Robinson Secondary,Lunch,3,Spicy Chicken Wrap,0.06756288441643293
2025-05-14,Rocky Run Middle,Breakfast,1,1% White Milk,0.040125561587201715
2025-05-14,Rocky Run Middle,Breakfast,2,Mandarin Orange Parfait,0.033720294844771265
2025-05-14,Rocky Run Middle,Breakfast,3,Fat Free White Milk,0.023506708213764944
2025-05-14,Rocky Run Middle,Lunch,1,Chickpeas,0.26269680968178977
2025-05-14,Rocky Run Middle,Lunch,2,Spicy Chicken Wrap,0.1314115518343782
2025-05-14,Rocky Run Middle,Lunch,3,Soft Pretzel,0.08819046507869534
2025-05-14,Rolling Valley Elementary,Breakfast,1,Chicken & Biscuit Sandwich,0.038042599320908685
2025-05-14,Rolling Valley Elementary,Breakfast,2,1% White Milk,0.03521433767303946
2025-05-14,Rolling Valley Elementary,Breakfast,3,Mandarin Orange Parfait,0.033720294844771265
2025-05-14,Rolling Valley Elementary,Lunch,1,Chickpeas,0.23036720644657446
2025-05-14,Rolling Valley Elementary,Lunch,2,Chickpeas - salad bar entree,0.10461035616196716
2025-05-14,Rolling Valley Elementary,Lunch,3,Soft Pretzel,0.08062269770636396
2025-05-14,Rose Hill Elementary,Breakfast,1,Fat Free White Milk,0.024769053290069808
2025-05-14,Rose Hill Elementary,Breakfast,2,Mandarin Orange Parfait,0.019264571533395943
2025-05-14,Rose Hill Elementary,Breakfast,3,"Cinnamon Toast Crunch Cereal, 25% Less Sugar",0.015383901372967825
2025-05-14,Rose Hill Elementary,Lunch,1,Chickpeas,0.17528603145434993
2025-05-14,Rose Hill Elementary,Lunch,2,Chickpeas - salad bar entree,0.0961288718787006
2025-05-14,Rose Hill Elementary,Lunch,3,Italian Dressing,0.0857556969544716
2025-05-14,SOUTH COUNTY HS,Breakfast,1,"Batter, Pumpkin Bread",0.08289921898149778
2025-05-14,SOUTH COUNTY HS,Breakfast,2,1% White Milk,0.03527932929840411
2025-05-14,SOUTH COUNTY HS,Breakfast,3,Chicken & Biscuit Sandwich,0.032180016699826494
2025-05-14,SOUTH COUNTY HS,Lunch,1,Spicy Chicken Wrap,0.06819865218366802
2025-05-14,SOUTH COUNTY HS,Lunch,2,Italian Dressing,0.06284466636304291
2025-05-14,SOUTH COUNTY HS,Lunch,3,Fat Free White Milk,0.0488944251064771
2025-05-14,Sandburg Middle,Breakfast,1,Turkey Sausage Breakfast Biscuit,0.10991604548102615
2025-05-14,Sandburg Middle,Breakfast,2,1% White Milk,0.042592897034282186
2025-05-14,Sandburg Middle,Breakfast,3,Mandarin Orange Parfait,0.03514438270205249
2025-05-14,Sandburg Middle,Lunch,1,Chickpeas,0.1527974709319745
2025-05-14,Sandburg Middle,Lunch,2,Fat Free White Milk,0.06346190048019641
2025-05-14,Sandburg Middle,Lunch,3,Lettuce Blend Salad Mix,0.03454735761961294
2025-05-14,Sangster Elementary,Breakfast,1,Chicken & Biscuit Sandwich,0.04087192084846945
2025-05-14,Sangster Elementary,Breakfast,2,1% White Milk,0.038980259847047456
2025-05-14,Sangster Elementary,Breakfast,3,Fat Free White Milk,0.026772528064253488
2025-05-14,Sangster Elementary,Lunch,1,1% White Milk,0.08336568765226139
2025-05-14,Sangster Elementary,Lunch,2,Italian Dressing,0.07920599818291141
2025-05-14,Sangster Elementary,Lunch,3,Orange Tangerine Juice,0.04912093805399461
2025-05-14,Saratoga Elementary,Breakfast,1,Chicken & Biscuit Sandwich,0.032317302479968016
2025-05-14,Saratoga Elementary,Breakfast,2,"Cinnamon Toast Crunch Cereal, 25% Less Sugar",0.01265422152871068
2025-05-14,Saratoga Elementary,Breakfast,3,"Batter, Pumpkin Bread",0.009991560415219305
2025-05-14,Saratoga Elementary,Lunch,1,Chickpeas,0.24311075184481953
2025-05-14,Saratoga Elementary,Lunch,2,Italian Dressing,0.08271814303238785
2025-05-14,Saratoga Elementary,Lunch,3,1% White Milk,0.06807770521724048
2025-05-14,Shrevewood Elementary,Breakfast,1,Chicken & Biscuit Sandwich,0.03531054385378597
2025-05-14,Shrevewood Elementary,Breakfast,2,1% White Milk,0.03176444898640237
2025-05-14,Shrevewood Elementary,Breakfast,3,"Batter, Pumpkin Bread",0.01814537238013663
2025-05-14,Shrevewood Elementary,Lunch,1,Italian Dressing,0.07920599818291141
2025-05-14,Shrevewood Elementary,Lunch,2,Chickpeas - salad bar entree,0.06821501800446572
2025-05-14,Shrevewood Elementary,Lunch,3,1% White Milk,0.05489650661120153
2025-05-14,Silverbrook Elementary,Breakfast,1,Chicken & Biscuit Sandwich,0.03854293627249801
2025-05-14,Silverbrook Elementary,Breakfast,2,Mandarin Orange Parfait,0.03747959800245568
2025-05-14,Silverbrook Elementary,Breakfast,3,1% White Milk,0.02821703550488775
2025-05-14,Silverbrook Elementary,Lunch,1,Chickpeas,0.13231034440993264
2025-05-14,Silverbrook Elementary,Lunch,2,Italian Dressing,0.07671582043585387
2025-05-14,Silverbrook Elementary,Lunch,3,Fat Free White Milk,0.06405469038961227
2025-05-14,Sleepy Hollow Elementary,Breakfast,1,Chicken & Biscuit Sandwich,0.02637743795074411
2025-05-14,Sleepy Hollow Elementary,Breakfast,2,Fat Free White Milk,0.026113041156176887
2025-05-14,Sleepy Hollow Elementary,Breakfast,3,Mandarin Orange Parfait,0.016166650363347478
2025-05-14,Sleepy Hollow Elementary,Lunch,1,Chickpeas,0.16023555995777444
2025-05-14,Sleepy Hollow Elementary,Lunch,2,Chickpeas - salad bar entree,0.10302447306859283
2025-05-14,Sleepy Hollow Elementary,Lunch,3,Italian Dressing,0.08412070147603615
2025-05-14,South County Middle,Breakfast,1,Turkey Sausage Breakfast Biscuit,0.12037415880327029
2025-05-14,South County Middle,Breakfast,2,Strawberry Parfait,0.059521085236716086
2025-05-14,South County Middle,Breakfast,3,1% White Milk,0.027448881316164887
2025-05-14,South County Middle,Lunch,1,Spicy Chicken Wrap,0.12577331485986842
2025-05-14,South County Middle,Lunch,2,Chickpeas - salad bar entree,0.08569951241946128
2025-05-14,South County Middle,Lunch,3,1% White Milk,0.06540575314990683
2025-05-14,South Lakes High,Breakfast,1,Strawberry Parfait,0.3179297993951499
2025-05-14,South Lakes High,Breakfast,2,Chicken & Biscuit Sandwich,0.037091680052317916
2025-05-14,South Lakes High,Breakfast,3,Fat Free White Milk,0.023749138895916712
2025-05-14,South Lakes High,Lunch,1,Broccoli Florets,0.28332560420941555
2025-05-14,South Lakes High,Lunch,2,Lettuce Blend Salad Mix,0.12303068406717967
2025-05-14,South Lakes High,Lunch,3,Doritos Flamas,0.09712817471528723
2025-05-14,Spring Hill Elementary,Breakfast,1,Chicken & Biscuit Sandwich,0.051677373791399986
2025-05-14,Spring Hill Elementary,Breakfast,2,"Batter, Pumpkin Bread",0.04544904831246488
2025-05-14,Spring Hill Elementary,Breakfast,3,Mandarin Orange Parfait,0.0333996366983053
2025-05-14,Spring Hill Elementary,Lunch,1,Chickpeas,0.12857806316158152
2025-05-14,Spring Hill Elementary,Lunch,2,Fat Free White Milk,0.06426082348292346
2025-05-14,Spring Hill Elementary,Lunch,3,Italian Dressing,0.051360794715300404
2025-05-14,Springfield Estates Elementary,Breakfast,1,Mandarin Orange Parfait,0.03993858666534908
2025-05-14,Springfield Estates Elementary,Breakfast,2,Chicken & Biscuit Sandwich,0.03791633708522296
2025-05-14,Springfield Estates Elementary,Breakfast,3,1% White Milk,0.024162549628766412
2025-05-14,Springfield Estates Elementary,Lunch,1,Italian Dressing,0.09706455512982945
2025-05-14,Springfield Estates Elementary,Lunch,2,Doritos Wild White Nacho Flavored Tortilla Chips,0.0744975194605658
2025-05-14,Springfield Estates Elementary,Lunch,3,Fat Free White Milk,0.06527146456382783
2025-05-14,Stenwood Elementary,Breakfast,1,Strawberry Parfait,0.05760252596947289
2025-05-14,Stenwood Elementary,Breakfast,2,1% White Milk,0.04233356535866305
2025-05-14,Stenwood Elementary,Breakfast,3,"Cinnamon Toast Crunch Cereal, 25% Less Sugar",0.014951323725970564
2025-05-14,Stenwood Elementary,Lunch,1,Chickpeas,0.2687394107819043
2025-05-14,Stenwood Elementary,Lunch,2,Soft Pretzel,0.11316801953002152
2025-05-14,Stenwood Elementary,Lunch,3,Chickpeas - salad bar entree,0.09799632402151136
2025-05-14,Stone Middle,Breakfast,1,Strawberry Parfait,0.0467108687129954
2025-05-14,Stone Middle,Breakfast,2,1% White Milk,0.036301407440560755
2025-05-14,Stone Middle,Breakfast,3,Fat Free White Milk,0.027026996339446087
2025-05-14,Stone Middle,Lunch,1,Chickpeas,0.1851302459021322
2025-05-14,Stone Middle,Lunch,2,Spicy Chicken Wrap,0.15457757416930182
2025-05-14,Stone Middle,Lunch,3,Chickpeas - salad bar entree,0.10302447306859283
2025-05-14,Stratford Landing Elementary,Breakfast,1,Mandarin Orange Parfait,0.030708399433581803
2025-05-14,Stratford Landing Elementary,Breakfast,2,Fat Free White Milk,0.01903524398597415
2025-05-14,Stratford Landing Elementary,Breakfast,3,Banana,0.012441301593515211
2025-05-14,Stratford Landing Elementary,Lunch,1,Italian Dressing,0.08395697765847693
2025-05-14,Stratford Landing Elementary,Lunch,2,Chickpeas - salad bar entree,0.07116218730952405
2025-05-14,Stratford Landing Elementary,Lunch,3,Fat Free White Milk,0.06444238338628062
2025-05-14,Sunrise Valley Elementary,Breakfast,1,Chicken & Biscuit Sandwich,0.05092861990100403
2025-05-14,Sunrise Valley Elementary,Breakfast,2,Mandarin Orange Parfait,0.038585226443776544
2025-05-14,Sunrise Valley Elementary,Breakfast,3,1% White Milk,0.03711404221609773
2025-05-14,Sunrise Valley Elementary,Lunch,1,Chickpeas,0.24039560523486087
2025-05-14,Sunrise Valley Elementary,Lunch,2,Soft Pretzel,0.1640542128675356
2025-05-14,Sunrise Valley Elementary,Lunch,3,Italian Dressing,0.09106397728876761
2025-05-14,Terraset Elementary,Breakfast,1,Strawberry Parfait,0.053765407434986506
2025-05-14,Terraset Elementary,Breakfast,2,1% White Milk,0.03406981144514603
2025-05-14,Terraset Elementary,Breakfast,3,Banana,0.01456298545740032
2025-05-14,Terraset Elementary,Lunch,1,Chickpeas,0.18030362707915717
2025-05-14,Terraset Elementary,Lunch,2,Chickpeas - salad bar entree,0.0890342699899628
2025-05-14,Terraset Elementary,Lunch,3,1% White Milk,0.0665304570151098
2025-05-14,Thoreau Middle,Breakfast,1,Mandarin Orange Parfait,0.0471740973826119
2025-05-14,Thoreau Middle,Breakfast,2,1% White Milk,0.03875691985065422
2025-05-14,Thoreau Middle,Breakfast,3,Chicken & Biscuit Sandwich,0.03683994642521292
2025-05-14,Thoreau Middle,Lunch,1,Fat Free White Milk,0.9293207337187289
2025-05-14,Thoreau Middle,Lunch,2,1% White Milk,0.7099711944959356
2025-05-14,Thoreau Middle,Lunch,3,Chickpeas,0.175660743605243
2025-05-14,Timber Lane Elementary,Breakfast,1,Banana,0.02729319440926172
2025-05-14,Timber Lane Elementary,Breakfast,2,"Cinnamon Toast Crunch Cereal, 25% Less Sugar",0.014447460083196414
2025-05-14,Timber Lane Elementary,Breakfast,3,Cinnamon Chex Cereal,0.011723297810107898
2025-05-14,Timber Lane Elementary,Lunch,1,Chickpeas,0.17057624330538576
2025-05-14,Timber Lane Elementary,Lunch,2,Fat Free White Milk,0.07047672416132306
2025-05-14,Timber Lane Elementary,Lunch,3,Italian Dressing,0.06990887546563364
2025-05-14,Twain Middle,Breakfast,1,Fat Free White Milk,0.021013299909565693
2025-05-14,Twain Middle,Breakfast,2,Banana,0.018279504036625073
2025-05-14,Twain Middle,Breakfast,3,"Sandwich, Breakfast. Bagel, Turkey Sausage",0.002987276579086624
2025-05-14,Twain Middle,Lunch,1,Soft Pretzel,0.09774777163033858
2025-05-14,Twain Middle,Lunch,2,Fat Free White Milk,0.0359381100282258
2025-05-14,Twain Middle,Lunch,3,Spicy Chicken Wrap,0.03376958102649339
2025-05-14,Union Mill Elementary,Breakfast,1,Strawberry Parfait,0.23276014411454896
2025-05-14,Union Mill Elementary,Breakfast,2,Chicken & Biscuit Sandwich,0.10727686681324942
2025-05-14,Union Mill Elementary,Breakfast,3,Mandarin Orange Parfait,0.03407631680909157
2025-05-14,Union Mill Elementary,Lunch,1,Orange Sauce,0.14012568101883252
2025-05-14,Union Mill Elementary,Lunch,2,Black Beans,0.0775903573598928
2025-05-14,Union Mill Elementary,Lunch,3,Fat Free White Milk,0.06679925397026522
2025-05-14,Vienna Elementary,Breakfast,1,Strawberry Parfait,0.061336361446129
2025-05-14,Vienna Elementary,Breakfast,2,Chicken & Biscuit Sandwich,0.05288460324063249
2025-05-14,Vienna Elementary,Breakfast,3,1% White Milk,0.04416707158976505
2025-05-14,Vienna Elementary,Lunch,1,Chickpeas,0.17887892460340618
2025-05-14,Vienna Elementary,Lunch,2,Soft Pretzel,0.13860813677267203
2025-05-14,Vienna Elementary,Lunch,3,Italian Dressing,0.08650611589752316
2025-05-14,Virginia Run Elementary,Breakfast,1,Chicken & Biscuit Sandwich,0.05449576802412141
2025-05-14,Virginia Run Elementary,Breakfast,2,Mandarin Orange Parfait,0.047280188836174936
2025-05-14,Virginia Run Elementary,Breakfast,3,Fat Free White Milk,0.02159010784727638
2025-05-14,Virginia Run Elementary,Lunch,1,Italian Dressing,0.08822903764000246
2025-05-14,Virginia Run Elementary,Lunch,2,Fat Free White Milk,0.07021163890837126
2025-05-14,Virginia Run Elementary,Lunch,3,Soft Pretzel,0.051215119086656505
2025-05-14,WESTFIELD HS,Breakfast,1,Chicken & Biscuit Sandwich,0.050824116005380476
2025-05-14,WESTFIELD HS,Breakfast,2,1% White Milk,0.025593910303916674
2025-05-14,WESTFIELD HS,Breakfast,3,Fat Free White Milk,0.017040914140603
2025-05-14,WESTFIELD HS,Lunch,1,Chickpeas,0.15901436088177093
2025-05-14,WESTFIELD HS,Lunch,2,Soft Pretzel,0.0726018339800434
2025-05-14,WESTFIELD HS,Lunch,3,Fat Free White Milk,0.05435455294775521
2025-05-14,Wakefield Forest Elementary,Breakfast,1,Chicken & Biscuit Sandwich,0.04024396554633956
2025-05-14,Wakefield Forest Elementary,Breakfast,2,"Batter, Pumpkin Bread",0.018679130295566393
2025-05-14,Wakefield Forest Elementary,Breakfast,3,"Cinnamon Toast Crunch Cereal, 25% Less Sugar",0.015814975825604746
2025-05-14,Wakefield Forest Elementary,Lunch,1,Turkey Barbacoa Arepa,0.15540062573569738
2025-05-14,Wakefield Forest Elementary,Lunch,2,Chickpeas - salad bar entree,0.09575581051362422
2025-05-14,Wakefield Forest Elementary,Lunch,3,Italian Dressing,0.0848866899302047
2025-05-14,Waples Mill Elementary,Breakfast,1,Chicken & Biscuit Sandwich,0.0355073418341776
2025-05-14,Waples Mill Elementary,Breakfast,2,Mandarin Orange Parfait,0.0317234195997612
2025-05-14,Waples Mill Elementary,Breakfast,3,Fat Free White Milk,0.026144404787406483
2025-05-14,Waples Mill Elementary,Lunch,1,Chickpeas,0.20741957642541553
2025-05-14,Waples Mill Elementary,Lunch,2,Chickpeas - salad bar entree,0.09072766146654275
2025-05-14,Waples Mill Elementary,Lunch,3,Soft Pretzel,0.07540326977074666
2025-05-14,Washington Mill Elementary,Breakfast,1,Fat Free White Milk,0.02673821534351368
2025-05-14,Washington Mill Elementary,Breakfast,2,Banana,0.014821752710274472
2025-05-14,Washington Mill Elementary,Breakfast,3,Mandarin Orange Parfait,0.01333175909670099
2025-05-14,Washington Mill Elementary,Lunch,1,Chickpeas,0.21416457724937318
2025-05-14,Washington Mill Elementary,Lunch,2,Italian Dressing,0.08652685303099043
2025-05-14,Washington Mill Elementary,Lunch,3,Fat Free White Milk,0.07182730783532276
2025-05-14,Waynewood Elementary,Breakfast,1,1% White Milk,0.04452082601121838
2025-05-14,Waynewood Elementary,Breakfast,2,Mandarin Orange Parfait,0.03516426334148526
2025-05-14,Waynewood Elementary,Breakfast,3,Fat Free White Milk,0.026099967382572357
2025-05-14,Waynewood Elementary,Lunch,1,Chickpeas,0.17984307355431572
2025-05-14,Waynewood Elementary,Lunch,2,Soft Pretzel,0.11540761979997831
2025-05-14,Waynewood Elementary,Lunch,3,1% White Milk,0.08171653538932461
2025-05-14,West Potomac High,Breakfast,1,Red Delicious Apple,0.021972671010596783
2025-05-14,West Potomac High,Breakfast,2,Fat Free White Milk,0.02137516837684414
2025-05-14,West Potomac High,Breakfast,3,Orange,0.01668041129489566
2025-05-14,West Potomac High,Lunch,1,Chickpeas,0.18631618227741786
2025-05-14,West Potomac High,Lunch,2,RF Kettle Chips Jalapeno & Cheddar Chips,0.1499408041218469
2025-05-14,West Potomac High,Lunch,3,Italian Dressing,0.09867297875520943
2025-05-14,West Springfield Elementary,Breakfast,1,1% White Milk,0.046092296705608556
2025-05-14,West Springfield Elementary,Breakfast,2,Mandarin Orange Parfait,0.043076454169534345
2025-05-14,West Springfield Elementary,Breakfast,3,Chicken & Biscuit Sandwich,0.03903127244968739
2025-05-14,West Springfield Elementary,Lunch,1,Chickpeas - salad bar entree,0.1316491369870672
2025-05-14,West Springfield Elementary,Lunch,2,Soft Pretzel,0.08006146665729108
2025-05-14,West Springfield Elementary,Lunch,3,Fat Free White Milk,0.06732243868291968
2025-05-14,West Springfield High,Breakfast,1,Strawberry Parfait,0.04416352604977913
2025-05-14,West Springfield High,Breakfast,2,Chicken & Biscuit Sandwich,0.03739746223225336
2025-05-14,West Springfield High,Breakfast,3,Fat Free White Milk,0.016086409505882096
2025-05-14,West Springfield High,Lunch,1,Doritos RF Spicy Sweet Chili,0.29098676161600096
2025-05-14,West Springfield High,Lunch,2,Kettle Cooked Smoky BBQ Chips,0.27990759065971205
2025-05-14,West Springfield High,Lunch,3,Doritos Flamas,0.2548664766937554
2025-05-14,Westbriar Elementary,Breakfast,1,Mandarin Orange Parfait,0.3305408681190919
2025-05-14,Westbriar Elementary,Breakfast,2,1% White Milk,0.040692616072938406
2025-05-14,Westbriar Elementary,Breakfast,3,Fat Free White Milk,0.026419091363043025
2025-05-14,Westbriar Elementary,Lunch,1,Soft Pretzel,0.49592276069783625
2025-05-14,Westbriar Elementary,Lunch,2,Chickpeas - salad bar entree,0.3270030533684195
2025-05-14,Westbriar Elementary,Lunch,3,Italian Dressing,0.20878045282740693
2025-05-14,Westgate Elementary,Breakfast,1,Chicken & Biscuit Sandwich,0.03518145660155156
2025-05-14,Westgate Elementary,Breakfast,2,Fat Free White Milk,0.025130501422837632
2025-05-14,Westgate Elementary,Breakfast,3,1% White Milk,0.022717292323842585
2025-05-14,Westgate Elementary,Lunch,1,Chickpeas,0.1910126124766785
2025-05-14,Westgate Elementary,Lunch,2,Italian Dressing,0.08814501144789921
2025-05-14,Westgate Elementary,Lunch,3,Soft Pretzel,0.07037822285281499
2025-05-14,Westlawn Elementary,Breakfast,1,Fat Free White Milk,0.025155838490610642
2025-05-14,Westlawn Elementary,Breakfast,2,Orange,0.019353530669947907
